Begin,END,xmin,ymin,xmax,ymax,Xdiff,Ydiff,EPslewrmax,Epslewfmax,Epslewrmin,Epslewfmin,Epcapfmax,Epcapfmin,Epcaprmax,Epcaprmin,Spslewfmax,Spslewfmin,Spslewrmin,Spslewrmax,arrival max,arrival min,skew,GBA,PBA
irow_weights_reg_2__152_/QN,m_mFW_reg_14__308_/D,197.28,404.64,580.464,1150.92,383.184,746.28,31,33.2,14.6,16.1,0.429,0.381,0.429,0.383,98.3,97.5,123.3,124.3,54.919,60.719,-5.8,1457.219,1055.019
irow_weights_reg_2__18_/QN,m_mFW_reg_17__38_/D,9.36,392.76,254.088,1208.16,244.728,815.4,33.3,35.8,16.6,17.9,0.429,0.381,0.429,0.383,10.4,10.1,9.5,9.8,54.919,49.719,5.2,1448.2,1042.219
irow_weights_reg_2__444_/QN,m_mFW_reg_11__887_/D,38.952,614.16,671.832,1012.68,632.88,398.52,39.3,43.3,12.4,11.8,0.429,0.381,0.429,0.383,154,152,195.6,198.1,49.519,26.319,23.2,1473.9,1007.319
irow_weights_reg_2__452_/QN,m_mFW_reg_11__905_/D,52.776,599.04,677.448,983.52,624.672,384.48,37.7,42,9.7,9.9,0.429,0.381,0.429,0.383,131.7,129.7,165.7,168,66.619,25.619,41,1478.5,1018.019
irow_weights_reg_1__117_/QN,m_mFW_reg_16__239_/D,108.288,495.36,143.064,1304.28,34.776,808.92,37.1,40.4,10.1,10.8,0.429,0.381,0.429,0.383,185.1,183.4,236.3,238.6,53.419,64.519,-11.1,1470.1,1048.019
irow_weights_reg_0__427_/QN,m_mFW_reg_15__857_/D,8.28,712.44,59.04,1426.32,50.76,713.88,37.9,42.2,10.1,10.2,0.429,0.381,0.429,0.383,155.2,153.9,197.3,198.9,50.519,57.519,-7,1446.6,1039.319
irow_weights_reg_1__302_/QN,m_mFW_reg_13__608_/D,310.032,612,422.136,1349.64,112.104,737.64,31.1,34.2,13,13.7,0.429,0.381,0.429,0.383,153.5,151.8,195.6,197.8,54.319,49.019,5.3,1460.4,1041.719
m_mFW_reg_2__391_/QN,m_mZ_reg_17__1_/D,433.368,312.84,669.456,717.84,236.088,405,34.2,37.1,13.5,13,0.429,0.381,0.429,0.383,24.6,22.5,24,26.6,46.019,29.219,16.8,1475.4,979.519
irow_weights_reg_2__114_/QN,m_mFW_reg_11__226_/D,17.784,425.16,714.816,909,697.032,483.84,32.1,34.9,10.8,10.9,0.429,0.381,0.429,0.383,128.3,126.1,162.4,165.2,55.819,22.119,33.7,1484.3,1020.019
irow_weights_reg_0__462_/QN,m_mFW_reg_6__929_/D,76.104,556.92,72.432,983.52,-3.672,426.6,33.6,36.6,10.8,11.5,0.429,0.381,0.429,0.383,160.8,159.5,204.8,206.7,55.819,59.319,-3.5,1443.1,1042.919
irow_weights_reg_1__277_/QN,m_mFW_reg_16__557_/D,69.408,396,97.704,1173.6,28.296,777.6,28.5,29.9,13.7,12.3,0.429,0.381,0.429,0.383,151,148.4,192.4,195.6,48.619,60.619,-12,1487.9,1044.819
irow_weights_reg_1__77_/QN,m_mFW_reg_16__159_/D,297.504,624.96,248.04,1442.52,-49.464,817.56,31.8,34.1,12.8,12.3,0.429,0.381,0.429,0.383,166.4,164.6,213.4,215.6,56.119,54.419,1.7,1439.6,1039.419
m_mFW_reg_5__180_/QN,m_mZ_reg_11__22_/D,120.816,353.88,692.784,763.2,571.968,409.32,31.1,33.9,12.7,12.2,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,25.719,23.8,1464.1,1001.819
irow_weights_reg_2__132_/QN,m_mFW_reg_11__268_/D,143.712,426.24,634.032,877.68,490.32,451.44,31.6,34.7,10.8,11.7,0.429,0.381,0.429,0.383,107.8,105.2,133.5,136.7,52.219,22.119,30.1,1491.3,1016.519
irow_weights_reg_2__47_/QN,m_mFW_reg_17__99_/D,251.496,565.56,248.904,1337.76,-2.592,772.2,33.4,36.8,10.3,11,0.429,0.381,0.429,0.383,136.9,135.1,172.6,174.7,62.019,30.019,32,1470.3,1011.519
irow_weights_reg_1__337_/QN,m_mFW_reg_13__677_/D,241.776,595.8,513.288,1352.88,271.512,757.08,35.2,37.9,11.3,11.6,0.429,0.381,0.429,0.383,163.2,160.7,206.6,209.6,65.519,29.919,35.6,1452.3,1005.819
irow_weights_reg_2__452_/QN,m_mFW_reg_14__905_/D,52.776,599.04,677.016,1305.36,624.24,706.32,33.9,36.7,11.4,11.5,0.429,0.381,0.429,0.383,131.7,129.7,165.7,168,66.619,56.219,10.4,1468.9,1039.119
irow_weights_reg_1__137_/QN,m_mFW_reg_13__279_/D,189.072,277.2,548.496,1148.76,359.424,871.56,25.4,25.8,20.7,20.1,0.429,0.381,0.429,0.383,75.3,73.6,90.8,92.9,49.919,56.019,-6.1,1460.5,1038.719
irow_weights_reg_0__447_/QN,m_mFW_reg_12__898_/D,17.568,644.4,679.176,1242.72,661.608,598.32,29.7,32.6,9.4,10,0.429,0.381,0.429,0.383,181.8,179.8,231.9,234.3,56.419,54.819,1.6,1464.2,1047.119
m_mFW_reg_7__350_/QN,FW_reg_2__1__9_/D,317.376,737.28,254.952,840.96,-62.424,103.68,58.2,54.6,16.1,13.1,0.426,0.377,0.426,0.381,23.3,21.5,22.8,25,61.819,61.119,0.7,1460.6,1025.819
m_mFW_reg_5__180_/QN,m_mZ_reg_14__22_/D,120.816,353.88,694.944,794.52,574.128,440.64,34.5,37.4,13.2,12.8,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,24.019,25.5,1470.9,999.219
irow_weights_reg_0__65_/QN,m_mFW_reg_12__137_/D,145.656,252.36,392.544,1423.08,246.888,1170.72,33.5,36,12.9,11.7,0.429,0.381,0.429,0.383,164.2,161.7,209,212.3,55.519,46.119,9.4,1439.9,1030.319
irow_weights_reg_0__242_/QN,m_mFW_reg_15__489_/D,181.296,342,226.224,1166.04,44.928,824.04,29.4,31.4,10.5,11.2,0.429,0.381,0.429,0.383,158.5,157,201.5,203.9,45.319,46.019,-0.7,1477.8,1029.019
irow_weights_reg_1__132_/QN,m_mFW_reg_10__269_/D,143.928,364.68,639.216,867.96,495.288,503.28,32.1,35.2,9.8,10.4,0.429,0.381,0.429,0.383,179.4,177.3,228.7,231.1,47.619,21.819,25.8,1453.7,1006.719
irow_weights_reg_0__202_/QN,m_mFW_reg_15__407_/D,191.016,370.08,240.912,1200.6,49.896,830.52,32.9,35.5,11.4,11.4,0.429,0.381,0.429,0.383,127.4,125.9,160.6,162.6,53.519,52.619,0.9,1458.9,1036.019
irow_weights_reg_2__327_/QN,m_mFW_reg_14__659_/D,287.136,514.8,496.224,1260,209.088,745.2,35.6,39.1,10.6,11.4,0.429,0.381,0.429,0.383,96.4,94.8,119.4,121.3,44.019,64.919,-20.9,1454.8,1046.119
irow_weights_reg_2__418_/QN,m_mFW_reg_14__838_/D,10.224,639,580.68,1395,570.456,756,30.4,33,12.1,13.2,0.429,0.381,0.429,0.383,10.1,9.8,9.1,9.4,55.719,49.119,6.6,1467.5,1041.119
irow_weights_reg_1__242_/QN,m_mFW_reg_16__489_/D,184.104,343.08,224.064,1175.76,39.96,832.68,27.4,29.7,9.4,10,0.429,0.381,0.429,0.383,159.9,158.1,203.2,205.5,45.219,42.719,2.5,1468.3,1027.219
irow_weights_reg_0__27_/QN,m_mFW_reg_6__59_/D,184.104,581.76,247.608,828,63.504,246.24,32,30.7,18.5,14.5,0.429,0.381,0.429,0.383,134.1,132.3,170.3,172.6,54.719,61.219,-6.5,1471.5,1043.019
irow_weights_reg_0__167_/QN,m_mFW_reg_12__339_/D,326.016,269.64,573.984,1095.84,247.968,826.2,32.3,35.4,15,14.7,0.429,0.381,0.429,0.383,146.5,144.9,186.3,188.4,56.819,34.919,21.9,1437.4,1017.219
irow_weights_reg_0__327_/QN,m_mFW_reg_12__659_/D,287.136,497.52,624.096,1266.48,336.96,768.96,37.3,39,24.9,21.1,0.429,0.381,0.429,0.383,144.8,142.6,182.4,185.2,44.819,51.119,-6.3,1440.9,1028.319
irow_weights_reg_0__107_/QN,m_mFW_reg_15__217_/D,138.744,568.8,187.992,1370.16,49.248,801.36,29.3,32,9,9.2,0.429,0.381,0.429,0.383,156.7,155,198.6,200.9,62.719,60.119,2.6,1482.1,1042.519
irow_weights_reg_1__357_/QN,m_mFW_reg_16__718_/D,249.552,647.64,261.432,1411.2,11.88,763.56,40.2,45.6,9.8,10.5,0.429,0.381,0.429,0.383,123.8,122.1,155.5,157.9,59.919,36.819,23.1,1471.7,1019.319
irow_weights_reg_0__477_/QN,m_mFW_reg_9__956_/D,22.536,549.36,707.688,978.12,685.152,428.76,39,44.5,9.7,9.6,0.429,0.381,0.429,0.383,137,135,174.1,176.7,54.919,5.819,49.1,1490.7,992.119
irow_weights_reg_2__33_/QN,m_mFW_reg_17__67_/D,9.144,393.84,324.504,1197.36,315.36,803.52,30,32.3,10.6,10.5,0.429,0.381,0.429,0.383,10.5,10.2,9.6,9.9,55.019,43.619,11.4,1436.8,1023.819
irow_weights_reg_0__402_/QN,m_mFW_reg_15__807_/D,75.456,699.48,102.672,1410.12,27.216,710.64,34,36.5,11.7,10.9,0.429,0.381,0.429,0.383,156.9,155.8,200.3,201.5,63.719,54.219,9.5,1474.3,1032.819
irow_weights_reg_0__65_/QN,m_mFW_reg_15__139_/D,145.656,252.36,308.304,1468.44,162.648,1216.08,37,39.1,12.1,12.7,0.429,0.381,0.429,0.383,164.2,161.7,209,212.3,55.519,45.619,9.9,1450.4,1039.919
irow_weights_reg_2__152_/QN,m_mFW_reg_14__309_/D,197.28,404.64,573.984,1116.36,376.704,711.72,29.9,32.4,11.6,12.6,0.429,0.381,0.429,0.383,98.3,97.5,123.3,124.3,54.919,37.019,17.9,1474.2,1020.619
irow_weights_reg_2__144_/QN,m_mFW_reg_11__287_/D,143.496,417.6,646.992,788.04,503.496,370.44,37.1,40.1,10.3,10.5,0.429,0.381,0.429,0.383,150.7,147.4,189.3,193.4,41.719,40.219,1.5,1435.5,1022.519
irow_weights_reg_1__273_/QN,m_mFW_reg_13__548_/D,9.144,321.48,382.176,1294.56,373.032,973.08,30.5,33.3,9.7,10.3,0.429,0.381,0.429,0.383,11.1,10.6,10,10.6,51.319,49.219,2.1,1471.6,1037.719
irow_weights_reg_0__82_/QN,m_mFW_reg_15__169_/D,30.744,320.4,57.744,1092.6,27,772.2,33,30.3,10.5,11.2,0.429,0.381,0.429,0.383,164.3,163.1,210,211.6,54.119,59.619,-5.5,1471.5,1040.019
irow_weights_reg_2__472_/QN,m_mFW_reg_14__945_/D,60.336,539.64,662.76,1233,602.424,693.36,30.7,33.6,9.7,9.9,0.429,0.381,0.429,0.383,171.7,169.7,219.5,222,55.819,44.119,11.7,1438.6,1027.119
irow_weights_reg_2__33_/QN,m_mFW_reg_14__66_/D,9.144,393.84,587.16,1184.4,578.016,790.56,30.5,32.9,10.8,10.9,0.429,0.381,0.429,0.383,10.5,10.2,9.6,9.9,55.019,51.819,3.2,1436.3,1045.119
m_mFW_reg_2__391_/QN,m_mZ_reg_2__1_/D,433.368,312.84,707.688,691.92,274.32,379.08,40.3,41.1,14.2,14,0.429,0.381,0.429,0.383,24.6,22.5,24,26.6,46.019,34.219,11.8,1472.4,982.319
irow_weights_reg_1__72_/QN,m_mFW_reg_16__149_/D,67.896,305.28,82.584,1092.6,14.688,787.32,30.3,32.5,9.4,10,0.429,0.381,0.429,0.383,182.1,180.8,233.2,234.9,55.919,62.219,-6.3,1471.1,1043.219
irow_weights_reg_0__439_/QN,m_mFW_reg_12__878_/D,22.752,673.56,656.496,1359.36,633.744,685.8,33.2,36.3,9.8,10.4,0.429,0.381,0.429,0.383,156.9,155.2,200,202.1,45.519,44.019,1.5,1464.7,1033.119
irow_weights_reg_1__65_/QN,m_mFW_reg_16__137_/D,146.088,262.08,301.176,1453.32,155.088,1191.24,39.4,44.5,9.8,9.9,0.429,0.381,0.429,0.383,120.5,119.7,152.9,153.9,54.919,45.119,9.8,1455.8,1028.119
irow_weights_reg_1__291_/QN,m_mFW_reg_13__588_/D,7.416,336.6,384.768,1337.76,377.352,1001.16,30.8,33.8,9,9.5,0.429,0.381,0.429,0.383,123.5,122.6,157.7,158.8,52.719,42.219,10.5,1462.5,1013.419
irow_weights_reg_0__132_/QN,m_mFW_reg_12__269_/D,145.224,363.6,631.872,1201.68,486.648,838.08,35.1,37.9,16.3,17.7,0.429,0.381,0.429,0.383,178.7,177.2,228.9,230.5,47.519,66.619,-19.1,1456.919,1047.319
Z_reg_3__0__1_/QN,Z_reg_3__0__16_/D,688.248,770.76,844.848,742.68,156.6,-28.08,78.6,62.8,37.5,26.8,0.426,0.377,0.426,0.381,10.3,10.1,9.8,10.1,25.519,18.319,7.2,1476.7,989.419
irow_weights_reg_1__302_/QN,m_mFW_reg_16__608_/D,310.032,612,299.016,1374.48,-11.016,762.48,37.9,40.9,10.6,11.2,0.429,0.381,0.429,0.383,153.5,151.8,195.6,197.8,54.319,41.319,13,1478.3,1026.819
irow_weights_reg_0__427_/QN,m_mFW_reg_9__858_/D,8.28,712.44,617.832,1077.48,609.552,365.04,37.8,41.3,9.9,10.5,0.429,0.381,0.429,0.383,155.2,153.9,197.3,198.9,50.519,43.419,7.1,1480.5,1031.319
irow_weights_reg_0__472_/QN,m_mFW_reg_3__949_/D,55.584,531,59.904,454.32,4.32,-76.68,36.1,38.6,19.2,14.7,0.429,0.381,0.429,0.383,178,176.5,227.9,229.6,60.619,54.419,6.2,1464.9,1034.619
irow_weights_reg_0__427_/QN,m_mFW_reg_12__858_/D,8.28,712.44,626.904,1371.24,618.624,658.8,30.1,32.6,9.9,10.6,0.429,0.381,0.429,0.383,155.2,153.9,197.3,198.9,50.519,41.819,8.7,1447.419,1029.519
irow_weights_reg_2__72_/QN,m_mFW_reg_8__149_/D,61.416,394.92,239.4,741.6,177.984,346.68,27.8,28.2,18.6,14.9,0.429,0.381,0.429,0.383,143.1,142,181.8,183.1,54.019,62.519,-8.5,1463,1044.419
irow_weights_reg_0__462_/QN,m_mFW_reg_15__927_/D,76.104,556.92,72.216,1307.52,-3.888,750.6,33.2,35.7,9.3,9.6,0.429,0.381,0.429,0.383,160.8,159.5,204.8,206.7,55.819,60.919,-5.1,1474.2,1037.619
irow_weights_reg_2__457_/QN,m_mFW_reg_14__916_/D,10.224,604.44,710.064,1249.2,699.84,644.76,35.6,37.5,11.2,10.7,0.429,0.381,0.429,0.383,156.8,154.9,200.2,202.5,56.819,41.519,15.3,1448.819,1033.319
irow_weights_reg_0__422_/QN,m_mFW_reg_9__846_/D,76.104,609.84,634.464,994.32,558.36,384.48,36.5,39.5,12.3,11.5,0.429,0.381,0.429,0.383,169.3,167.6,217.6,219.8,59.419,24.719,34.7,1466.1,1013.219
irow_weights_reg_2__207_/QN,m_mFW_reg_17__419_/D,258.408,441.36,231.408,1129.32,-27,687.96,35.6,39.3,11.9,12.9,0.429,0.381,0.429,0.383,161.6,160,205.6,207.8,45.819,52.319,-6.5,1467.3,1032.319
irow_weights_reg_0__172_/QN,m_mFW_reg_15__348_/D,287.136,359.28,285.408,1230.84,-1.728,871.56,31.8,34.6,16.1,17.5,0.429,0.381,0.429,0.383,177.9,175.5,226.3,229.5,46.519,49.419,-2.9,1492.6,1039.319
irow_weights_reg_2__434_/QN,m_mFW_reg_8__866_/D,85.824,663.84,87.336,1078.56,1.512,414.72,30.8,32.9,10.6,10.5,0.429,0.381,0.429,0.383,112.4,110.5,140.5,143,46.419,48.219,-1.8,1463.5,1042.119
irow_weights_reg_0__254_/QN,m_mFW_reg_15__507_/D,77.832,343.08,241.344,1202.76,163.512,859.68,38.8,34.1,23.9,20.5,0.429,0.381,0.429,0.383,13.5,12.9,12.7,13.3,56.319,52.619,3.7,1461.3,1036.719
irow_weights_reg_1__316_/QN,m_mFW_reg_10__639_/D,14.976,337.68,604.224,985.68,589.248,648,34.4,36.8,26.6,23.5,0.429,0.381,0.429,0.383,131,130.4,168.5,169,53.419,18.919,34.5,1456.6,998.119
count_val_reg_6_/QN,FW_reg_4__0__5_/D,740.952,573.12,626.904,1253.52,-114.048,680.4,36.9,38.1,11.5,10,0.426,0.377,0.426,0.381,25.1,22.8,24,27.4,52.919,43.719,9.2,1485.9,1027.719
irow_weights_reg_1__472_/QN,m_mFW_reg_7__946_/D,63.144,536.4,75.024,941.4,11.88,405,35.8,40.5,10.6,10.1,0.429,0.381,0.429,0.383,172.9,171.4,221.8,223.4,55.719,65.019,-9.3,1480.1,1057.119
irow_weights_reg_0__466_/QN,m_mFW_reg_9__937_/D,7.632,307.44,724.752,942.48,717.12,635.04,33.4,36.2,9.4,9.6,0.429,0.381,0.429,0.383,123.1,118.8,151.4,156.8,51.619,27.219,24.4,1420,1008.519
irow_weights_reg_0__56_/QN,m_mFW_reg_12__117_/D,144.792,241.56,480.888,1445.76,336.096,1204.2,31.4,33.4,9.4,9.4,0.429,0.381,0.429,0.383,128,127.1,164.6,165.5,55.719,43.419,12.3,1466.9,1022.819
m_mFW_reg_2__391_/QN,m_mZ_reg_5__1_/D,433.368,312.84,707.256,728.64,273.888,415.8,31.2,33.8,12.4,12.2,0.429,0.381,0.429,0.383,24.6,22.5,24,26.6,46.019,34.819,11.2,1472.4,982.319
irow_weights_reg_0__17_/QN,m_mFW_reg_15__39_/D,312.624,430.56,269.424,1177.92,-43.2,747.36,36.4,39.6,17.1,18.1,0.429,0.381,0.429,0.383,181.3,178.1,229.8,233.6,51.919,58.119,-6.2,1461.4,1038.819
irow_weights_reg_2__232_/QN,m_mFW_reg_17__469_/D,287.136,453.24,308.952,1123.92,21.816,670.68,31.7,34,10.2,10.9,0.429,0.381,0.429,0.383,164.7,162.4,208.7,211.7,43.619,32.819,10.8,1454.2,1015.019
irow_weights_reg_2__394_/QN,m_mFW_reg_8__788_/D,53.64,716.76,59.472,1081.8,5.832,365.04,39.1,44,9.9,10.6,0.429,0.381,0.429,0.383,159.9,158.7,205.7,207.6,47.519,51.819,-4.3,1473.1,1034.719
irow_weights_reg_0__102_/QN,m_mFW_reg_12__207_/D,30.096,349.56,684.576,1196.28,654.48,846.72,36.3,38.9,17.3,14.7,0.429,0.381,0.429,0.383,52.3,51.2,60.8,62.3,47.819,50.519,-2.7,1462.7,1026.519
irow_weights_reg_2__467_/QN,m_mFW_reg_14__935_/D,22.536,525.6,715.248,1218.96,692.712,693.36,31.8,34.7,10.9,10.6,0.429,0.381,0.429,0.383,187.4,185.4,239.1,241.4,60.019,52.419,7.6,1463.7,1047.519
irow_weights_reg_2__157_/QN,m_mFW_reg_17__319_/D,327.744,431.64,314.568,1116.36,-13.176,684.72,32.6,34.9,12.2,13.2,0.429,0.381,0.429,0.383,169.2,167.4,215.6,217.9,51.519,36.419,15.1,1473.4,1014.819
irow_weights_reg_0__237_/QN,m_mFW_reg_6__477_/D,100.944,399.24,110.016,835.56,9.072,436.32,32.9,35.9,10.4,10.3,0.429,0.381,0.429,0.383,127.2,124.8,159.7,163.3,51.419,50.419,1,1470.5,1027.319
irow_weights_reg_0__412_/QN,m_mFW_reg_15__828_/D,100.944,676.8,147.816,1431.72,46.872,754.92,33,35.3,11.3,12.2,0.429,0.381,0.429,0.383,154.5,153.1,197.9,199.4,61.619,46.919,14.7,1462.4,1031.119
irow_weights_reg_0__247_/QN,m_mFW_reg_6__498_/D,75.456,441.36,89.28,829.08,13.824,387.72,31.7,34.4,10.6,11.2,0.429,0.381,0.429,0.383,132,129.5,166.7,169.8,53.919,48.219,5.7,1464.5,1038.319
irow_weights_reg_2__434_/QN,m_mFW_reg_17__866_/D,85.824,663.84,67.464,1347.48,-18.36,683.64,35.2,37.5,10.4,10.6,0.429,0.381,0.429,0.383,112.4,110.5,140.5,143,46.419,63.419,-17,1465.7,1055.519
irow_weights_reg_1__447_/QN,m_mFW_reg_10__897_/D,16.92,645.48,693.432,1038.6,676.512,393.12,34.1,38,12.5,11.3,0.429,0.381,0.429,0.383,179.7,177,228.3,231.4,56.519,17.919,38.6,1491.1,996.719
irow_weights_reg_2__52_/QN,m_mFW_reg_17__107_/D,98.352,381.96,105.264,1115.28,6.912,733.32,29.5,31.7,9.5,9.7,0.429,0.381,0.429,0.383,149.4,148.2,190.6,192.1,48.819,57.019,-8.2,1450.4,1035.019
irow_weights_reg_1__248_/QN,m_mFW_reg_13__499_/D,17.784,316.08,495.576,1227.6,477.792,911.52,30,32.5,10,10.6,0.429,0.381,0.429,0.383,10.3,10.1,9.4,9.7,50.619,68.819,-18.2,1443.2,1048.419
irow_weights_reg_2__442_/QN,m_mFW_reg_8__887_/D,45.216,617.4,64.872,1005.12,19.656,387.72,34.1,37.3,11.5,10.6,0.429,0.381,0.429,0.383,148.8,147.7,190.2,191.6,50.719,60.119,-9.4,1467.1,1037.519
irow_weights_reg_2__52_/QN,m_mFW_reg_8__108_/D,98.352,381.96,156.888,713.52,58.536,331.56,32.5,34.9,14.1,15.5,0.429,0.381,0.429,0.383,149.4,148.2,190.6,192.1,48.819,48.819,0,1465.9,1019.219
irow_weights_reg_2__262_/QN,m_mFW_reg_17__529_/D,78.264,501.84,119.736,1258.92,41.472,757.08,28.4,30.7,10.9,11.7,0.429,0.381,0.429,0.383,176.2,174.5,225.2,227.3,56.819,59.019,-2.2,1465.7,1037.019
irow_weights_reg_1__207_/QN,m_mFW_reg_16__419_/D,244.584,286.92,240.264,1144.44,-4.32,857.52,35.3,39,12,13,0.429,0.381,0.429,0.383,166.5,164.7,213.9,216.1,46.119,50.619,-4.5,1482,1028.919
irow_weights_reg_1__28_/QN,m_mFW_reg_13__58_/D,176.112,253.44,601.416,1319.4,425.304,1065.96,32.1,34.9,9.4,9.9,0.429,0.381,0.429,0.383,10.9,10.4,9.9,10.4,55.819,51.119,4.7,1476.6,1036.919
irow_weights_reg_0__127_/QN,m_mFW_reg_12__258_/D,237.024,332.28,392.544,1237.32,155.52,905.04,27.4,29,18.7,15.8,0.429,0.381,0.429,0.383,62.3,59.9,72.5,75.6,47.719,44.519,3.2,1448.9,1030.919
count_val_reg_6_/QN,FW_reg_4__0__2_/D,740.952,573.12,604.224,1290.24,-136.728,717.12,40.6,41.2,14.7,11.4,0.426,0.377,0.426,0.381,25.1,22.8,24,27.4,52.919,49.719,3.2,1469.6,1038.519
irow_weights_reg_0__62_/QN,m_mFW_reg_15__129_/D,92.952,296.64,125.136,1087.2,32.184,790.56,35.7,39.8,10.2,10.8,0.429,0.381,0.429,0.383,178.9,177.7,229.1,230.8,48.619,53.819,-5.2,1461.7,1029.919
irow_weights_reg_1__2_/QN,m_mFW_reg_13__4_/D,9.576,461.88,737.496,1211.4,727.92,749.52,34.2,36.9,13,12.5,0.429,0.381,0.429,0.383,104.2,102.9,130.1,131.6,55.919,53.919,2,1447.319,1026.919
irow_weights_reg_1__291_/QN,m_mFW_reg_16__589_/D,7.416,336.6,314.136,1343.16,306.72,1006.56,33.4,36.6,10.2,10.8,0.429,0.381,0.429,0.383,123.5,122.6,157.7,158.8,52.719,36.819,15.9,1425.219,1016.919
irow_weights_reg_0__439_/QN,m_mFW_reg_9__878_/D,22.752,673.56,654.552,1068.84,631.8,395.28,36.7,40.3,9.9,10.5,0.429,0.381,0.429,0.383,156.9,155.2,200,202.1,45.519,23.619,21.9,1466.1,1006.619
irow_weights_reg_2__77_/QN,m_mFW_reg_17__158_/D,287.136,630.36,224.496,1443.6,-62.64,813.24,31.8,34.1,9.9,10.4,0.429,0.381,0.429,0.383,168,166.2,215.8,217.9,50.719,63.919,-13.2,1455.1,1050.919
irow_weights_reg_1__457_/QN,m_mFW_reg_10__917_/D,16.488,595.8,714.816,997.56,698.328,401.76,39.5,44.9,10.2,10,0.429,0.381,0.429,0.383,165.6,164.2,211.6,213.1,64.919,10.319,54.6,1467.8,983.719
irow_weights_reg_0__47_/QN,m_mFW_reg_12__99_/D,259.704,566.64,557.136,1331.28,297.432,764.64,30.6,33.6,13.8,14.2,0.429,0.381,0.429,0.383,139.4,137.7,175.9,177.9,62.119,45.519,16.6,1473.9,1023.819
irow_weights_reg_2__254_/QN,m_mFW_reg_17__509_/D,78.264,456.48,97.272,1176.84,19.008,720.36,27.5,29.6,9.7,10.3,0.429,0.381,0.429,0.383,139.1,137.9,177.2,178.7,54.219,61.719,-7.5,1452.9,1044.119
irow_weights_reg_0__470_/QN,m_mFW_reg_12__947_/D,45.432,302.04,679.608,1245.96,634.176,943.92,34.3,36.7,11.5,11.8,0.429,0.381,0.429,0.383,65.2,64.4,78.2,79.1,57.519,54.819,2.7,1470.4,1035.819
irow_weights_reg_2__187_/QN,m_mFW_reg_17__378_/D,289.728,428.4,271.584,1083.96,-18.144,655.56,34.9,38.7,9.7,10.4,0.429,0.381,0.429,0.383,175.7,174,224.3,226.5,39.919,43.619,-3.7,1460.7,1030.219
irow_weights_reg_1__447_/QN,m_mFW_reg_13__898_/D,16.92,645.48,672.264,1295.64,655.344,650.16,30.8,34,12.1,13.2,0.429,0.381,0.429,0.383,179.7,177,228.3,231.4,56.519,57.619,-1.1,1463.7,1046.819
irow_weights_reg_1__54_/QN,m_mFW_reg_7__108_/D,106.344,279.36,171.36,707.04,65.016,427.68,29.1,31.3,16.9,18.2,0.429,0.381,0.429,0.383,180.7,179.3,231.5,233.2,51.819,51.319,0.5,1468,1043.219
count_val_reg_6_/QN,FW_reg_4__1__2_/D,740.952,573.12,611.784,1303.2,-129.168,730.08,38.1,39.2,12,9.4,0.426,0.377,0.426,0.381,25.1,22.8,24,27.4,52.919,50.219,2.7,1448.2,1038.819
count_val_reg_6_/QN,FW_reg_4__0__3_/D,740.952,573.12,618.696,1283.76,-122.256,710.64,36,37.3,10.7,9.3,0.426,0.377,0.426,0.381,25.1,22.8,24,27.4,52.919,50.719,2.2,1447.6,1033.019
irow_weights_reg_2__357_/QN,m_mFW_reg_14__718_/D,249.336,632.52,504.648,1407.96,255.312,775.44,32.3,35,9.5,10,0.429,0.381,0.429,0.383,127.2,125.3,160,162.3,64.919,52.019,12.9,1464,1039.919
irow_weights_reg_2__1_/QN,m_mFW_reg_11__7_/D,7.416,423,725.184,892.8,717.768,469.8,29.5,32.5,10.5,10,0.429,0.381,0.429,0.383,135.1,131.8,169,173.3,56.819,23.619,33.2,1469,1002.219
irow_weights_reg_1__306_/QN,m_mFW_reg_16__616_/D,8.928,335.52,292.536,1293.48,283.608,957.96,31.7,34.6,10.3,10.4,0.429,0.381,0.429,0.383,119.4,118.7,152.7,153.5,52.719,29.519,23.2,1473.6,996.419
Z_reg_2__1__1_/QN,Z_reg_2__1__17_/D,695.376,833.4,838.368,847.44,142.992,14.04,58.8,51,27.5,19.5,0.426,0.377,0.426,0.381,12.6,11.9,11.9,12.8,27.119,20.419,6.7,1449.7,996.319
irow_weights_reg_1__72_/QN,m_mFW_reg_10__148_/D,67.896,305.28,588.888,780.48,520.992,475.2,32.3,34.6,12.1,13.1,0.429,0.381,0.429,0.383,182.1,180.8,233.2,234.9,55.918,39.219,16.699,1467.1,1024.419
irow_weights_reg_2__52_/QN,m_mFW_reg_11__109_/D,98.352,381.96,527.76,759.96,429.408,378,26.1,28.1,10.3,11,0.429,0.381,0.429,0.383,149.4,148.2,190.6,192.1,48.819,30.119,18.7,1471,1008.219
irow_weights_reg_1__434_/QN,m_mFW_reg_16__868_/D,90.576,664.92,103.32,1360.44,12.744,695.52,32,34.3,9.7,10.3,0.429,0.381,0.429,0.383,182.3,181.5,234.3,235.2,44.719,54.319,-9.6,1445.6,1030.019
irow_weights_reg_0__287_/QN,m_mFW_reg_15__578_/D,143.712,384.12,186.048,1209.24,42.336,825.12,31.3,34.4,9.8,10.5,0.429,0.381,0.429,0.383,112.2,109.7,139.4,142.5,48.219,54.419,-6.2,1452.2,1041.019
